Date,Open,High,Low,Close,Volume
2019-01-02,3.2388267751101627,3.4331959088077877,3.22419949194613,3.3771660327911377,508752000
2019-01-03,3.316921962937244,3.350887027376785,3.165690831876521,3.173128366470337,705552000
2019-01-04,3.2462644996476775,3.414602157842806,3.215522519387608,3.376422643661499,585620000
2019-01-07,3.433692174155903,3.592113042695753,3.3823725513844485,3.555172920227051,709160000
2019-01-08,3.636738353685648,3.6389698265889563,3.394024653989881,3.466665267944336,786016000
2019-01-09,3.5179844508663427,3.582195919323559,3.4674088935532117,3.5348432064056396,617260000
2019-01-10,3.5155056435531016,3.6092192305726094,3.455013056291232,3.6005420684814453,523156000
2019-01-11,3.578229624739714,3.712602469343439,3.5504627029914637,3.689793825149536,874764000
2019-01-14,3.637482256608825,3.754996332020921,3.613929790189277,3.729708433151245,730168000
2019-01-15,3.762434042318583,3.801853422888469,3.6972311940384297,3.7155773639678955,617012000
2019-01-16,3.7428485801936575,3.775821799171594,3.68458746048587,3.6900415420532227,470104000
2019-01-17,3.6570679827890755,3.8013573664582143,3.6297966317500565,3.761442184448242,493436000
2019-01-18,3.8112746913030144,3.916640752284803,3.759707279205107,3.8906090259552,651336000
2019-01-22,3.8603623976914765,3.872014620828446,3.6580596786916066,3.6883058547973633,661552000
2019-01-23,3.743592304161815,3.8323476199523814,3.6699600770627745,3.701197862625122,591020000
2019-01-24,3.785738749605239,3.930771731673405,3.7810282560710893,3.9131696224212646,708972000
2019-01-25,3.853667772498338,3.988536149250462,3.751029018881535,3.970438003540039,1154572000
2019-01-28,3.385347303336906,3.5115385312422687,3.247751873479626,3.421543598175049,2511528000
2019-01-29,3.3754302112555026,3.423774764411695,3.2479993664716593,3.2626266479492188,1153932000
2019-01-30,3.338738438929054,3.420552015040799,3.2591560991776434,3.406172752380371,974228000
2019-01-31,3.402950490686983,3.5995511409146275,3.381133452993701,3.5638506412506104,842852000
2019-02-01,3.5824438700656303,3.6392175714536084,3.5348433711332614,3.5881459712982178,625048000
2019-02-04,3.6040129444490905,3.7356584977000353,3.5819481270012767,3.6984705924987793,528592000
2019-02-05,3.7103705414609145,3.7542523918614923,3.676653501631688,3.717560291290283,542424000
2019-02-06,3.7507814978286778,3.8576351905941415,3.7453274168733373,3.7931759357452393,702464000
2019-02-07,3.746814804822117,3.7490460412380697,3.6119464109925055,3.654836416244507,637120000
2019-02-08,3.5876499632171868,3.684090820375833,3.5732707008321247,3.6734304428100586,461604000
2019-02-11,3.6293006777195345,3.6835951208731545,3.582443767980608,3.6307883262634277,495180000
2019-02-12,3.6692162824239567,3.763425916833451,3.6548367815329823,3.7478067874908447,591060000
2019-02-13,3.777309572710049,3.863337852939571,3.7636738954712596,3.790201425552368,605372000
2019-02-14,3.7892101627591304,3.8593715353917157,3.7460718903555907,3.831108570098877,827264000
2019-02-15,4.039855879247633,4.062664281657298,3.8779641711377293,3.9007728099823,1516748000
2019-02-19,3.890112505588487,3.963992744813369,3.8710227498471914,3.883418560028076,551892000
2019-02-20,3.912672728192345,3.9979571608568003,3.901516547450828,3.9307708740234375,540988000
2019-02-21,3.9434163130783895,3.967960155693232,3.8472232135083813,3.8618505001068115,448548000
2019-02-22,3.913665129913193,3.9654803184270264,3.9000294544369494,3.946638345718384,401740000
2019-02-25,4.030187545300304,4.097621624687247,3.9255650885708473,3.9342424869537354,656020000
2019-02-26,3.9295317177100437,3.985561590723919,3.861353582387744,3.894822835922241,488464000
2019-02-27,3.8804437188639986,3.9069710078849105,3.795902865732788,3.8529245853424072,500256000
2019-02-28,3.8467206285644937,3.86905646363119,3.806019952377919,3.828355550765991,324944000
2019-03-01,3.878238856325306,3.924895786418245,3.8199176937091317,3.8827061653137207,357188000
2019-03-04,3.9211731920185997,3.9440053413367644,3.8343116669269635,3.8908958435058594,409992000
2019-03-05,3.875259912587805,3.922661423636274,3.820909518664617,3.8844425678253174,362924000
2019-03-06,3.8755087441570955,3.883946573138421,3.7707786976953503,3.7735085487365723,403524000
2019-03-07,3.7499317985772644,3.7596107701403376,3.6581068900495652,3.7042675018310547,450104000
2019-03-08,3.614924877014932,3.7491879337455924,3.5935816709617354,3.738516330718994,422416000
2019-03-11,3.7620926175007154,4.02193212019245,3.7149391385250428,3.9991002082824707,859728000
2019-03-12,4.0268957547605755,4.079756975177056,3.9507058339743053,4.033348560333252,579576000
2019-03-13,4.070823294632877,4.214020495872586,4.063377858129775,4.1847357749938965,768900000
2019-03-14,4.19391852548376,4.205831034809421,4.101100736458372,4.108794212341309,519384000
2019-03-15,4.151976292489557,4.256954619660461,4.148501850393394,4.214268684387207,661484000
2019-03-18,4.245785709520786,4.299640022774137,4.165873086640226,4.192924499511719,486992000
2019-03-19,4.287479755137556,4.405115174456572,4.270604097388697,4.360691547393799,854972000
2019-03-20,4.389729563207526,4.443087350439793,4.293437317594986,4.328182220458984,719148000
2019-03-21,4.351262235040726,4.591247761633879,4.346298610341314,4.564940929412842,824312000
2019-03-22,4.537641434281475,4.586283625511089,4.391217835477888,4.405115604400635,747644000
2019-03-25,4.364413796532291,4.428690961139329,4.246530357087245,4.312793254852295,525212000
2019-03-26,4.4545018787963055,4.510589499851069,4.333143980399348,4.389480113983154,703508000
2019-03-27,4.4150420735227955,4.461450483689387,4.310808351640181,4.3802971839904785,474372000
2019-03-28,4.406355483988158,4.464676873856275,4.345800795004741,4.3989105224609375,480264000
2019-03-29,4.46567039704771,4.480561269794919,4.415290983655715,4.456239700317383,456896000
2019-04-01,4.548064245476559,4.554020499105094,4.4763416361193356,4.523743152618408,483824000
2019-04-02,4.547816437921497,4.586035300073622,4.504881991117906,4.541611671447754,440920000
2019-04-03,4.591246655415244,4.740152047019069,4.586283031911772,4.68108606338501,783504000
2019-04-04,4.665699236993605,4.714589935735879,4.609363576157914,4.672152042388916,457376000
2019-04-05,4.7153327511899334,4.756281920714271,4.678851125268161,4.7389092445373535,481744000
2019-04-08,4.708385015059141,4.784823199412123,4.6843119643382805,4.7597575187683105,424192000
2019-04-09,4.726254224753506,4.737422140827427,4.654779656551858,4.696969509124756,439972000
2019-04-10,4.696225695683008,4.793262041313991,4.691758623185401,4.767451763153076,444772000
2019-04-11,4.769932969819874,4.8014514592230695,4.704166613377398,4.75355339050293,374600000
2019-04-12,4.792268116714469,4.796239109727124,4.706895790478029,4.715581893920898,471708000
2019-04-15,4.7078890183114295,4.712852641868364,4.544093227790168,4.58380126953125,440092000
2019-04-16,4.623013240598129,4.689772226127988,4.590254082439547,4.670910835266113,394964000
2019-04-17,4.705903760183431,4.726750411102566,4.625743085798759,4.648078918457031,351004000
2019-04-18,4.654779377351941,4.68877920186459,4.595713397949867,4.623508930206299,380988000
2019-04-22,4.599933983044343,4.692999818374386,4.568415959466383,4.677364826202393,279936000
2019-04-23,4.690516940172109,4.763232654575449,4.680838205315907,4.731962203979492,346856000
2019-04-24,4.742384250716112,4.785070645613561,4.681581533594673,4.744369983673096,318204000
2019-04-25,4.704167313840032,4.726503150176021,4.558984851013382,4.638648986816406,499296000
2019-04-26,4.484779613458914,4.48924715908201,4.300881746120929,4.419757843017578,868988000
2019-04-29,4.427699097605923,4.478327018148397,4.355479934581061,4.450531482696533,391920000
2019-04-30,4.418268862320098,4.517538980248465,4.399159429705511,4.491977214813232,362920000
2019-05-01,4.544341981489812,4.586531837248409,4.4785751492631265,4.478823661804199,354280000
